Principio Attivo;Descrizione Gruppo;Denominazione e Confezione;Prezzo al pubblico €;Titolare AIC;AIC;Codice Gruppo Equivalenza;X=in lista di trasparenza Aifa 15/10/2025 ;Solo in lista di Regione:;Metri cubi ossigeno 
Diltiazem;DILTIAZEM 300MG 14 UNITA' USO ORALE;DILTIAZEM*14 cpr 300 mg rilascio prolungato;6,64;DOC GENERICI Srl;033581048;14G;X;;
Diltiazem;DILTIAZEM 300MG 14 UNITA' USO ORALE;DILTIAZEM*14 cps 300 mg rilascio prolungato;6,64;SANDOZ SpA;033682030;14G;X;;
Diltiazem;DILTIAZEM 300MG 14 UNITA' USO ORALE;DILZENE*14 cps 300 mg rilascio prolungato;8,35;ALFASIGMA SpA;025277070;14G;X;;
Diltiazem;DILTIAZEM 300MG 14 UNITA' USO ORALE;TILDIEM*14 cps 300 mg rilascio prolungato;8,35;SANOFI Srl;025278060;14G;X;;
Diltiazem;DILTIAZEM 200MG 36 UNITA' USO ORALE;DILADEL*36 cps 200 mg rilascio prolungato;13,33;ZENTIVA ITALIA Srl;025275049;14I;X;;
Diltiazem;DILTIAZEM 200MG 36 UNITA' USO ORALE;DILTIAZEM*36 cps 200 mg rilascio prolungato;13,33;SANDOZ B.V.;042274062;14I;X;;
Diltiazem;DILTIAZEM 200MG 36 UNITA' USO ORALE;TILDIEM*36 cps 200 mg rilascio prolungato;16,23;SANOFI Srl;025278072;14I;X;;
Dimetilfumarato;DIMETILFUMARATO 120MG 14 UNITA' USO ORALE;SCLERYDA*14 cps gastrores 120 mg;64,40;MYLAN SpA;050249010;JAO;X;;
Dimetilfumarato;DIMETILFUMARATO 120MG 14 UNITA' USO ORALE;TECFIDERA*14 cps 120 mg;214,68;BIOGEN NETHERLANDS B.V.;043217013;JAO;X;;
Dimetilfumarato;DIMETILFUMARATO 240MG 56 UNITA' USO ORALE;SCLERYDA*56 cps gastrores 240 mg;515,21;MYLAN SpA;050249034;JAP;X;;
Dimetilfumarato;DIMETILFUMARATO 240MG 56 UNITA' USO ORALE;TECFIDERA*56 cps 240 mg;1717,37;BIOGEN NETHERLANDS B.V.;043217025;JAP;X;;
Dimetilfumarato;DIMETILFUMARATO 30MG 42 UNITA' USO ORALE;SKILARENCE*42 cpr gastrores 30 mg;147,64;ALMIRALL S.A.;045493018;KPX;;;
Dimetilfumarato;DIMETILFUMARATO 120MG 90 UNITA' USO ORALE;SKILARENCE*90 cpr gastrores 120 mg;316,37;ALMIRALL S.A.;045493044;KPY;;;
Disopiramide;DISOPIRAMIDE 100MG 40 UNITA' USO ORALE;RITMODAN*40 cps 100 mg;5,28;CHEPLAPHARM ARZNEIMITTEL GMBH;021894035;KJA;;;
Disopiramide;DISOPIRAMIDE 250MG 20 UNITA' USO ORALE;RITMODAN RETARD*20 cpr 250 mg;6,94;CHEPLAPHARM ARZNEIMITTEL GMBH;027218015;KJB;;;
Disulfiram;DISULFIRAM 200MG 30 UNITA' USO ORALE;ETILTOX*30 cpr 200 mg;9,23;MOLTENI & C. F.LLI ALITTI SpA;010681029;KKA;;;
Donepezil;DONEPEZIL 5MG 28 UNITA' USO ORALE;BLIXIE*28 cpr rivestite 5 mg;13,00;TECNIGEN Srl;043017019;FSA;X;;
Donepezil;DONEPEZIL 5MG 28 UNITA' USO ORALE;DONEPEZIL*28 cpr orodispers 5 mg;13,00;MYLAN SpA;041088042;FSA;X;;
Donepezil;DONEPEZIL 5MG 28 UNITA' USO ORALE;DONEPEZIL*28 cpr rivestite 5 mg;13,00;MYLAN SpA;038605109;FSA;X;;
Donepezil;DONEPEZIL 5MG 28 UNITA' USO ORALE;DONEPEZIL*28 cpr rivestite 5 mg;13,00;ALMUS Srl;038768038;FSA;X;;
Donepezil;DONEPEZIL 5MG 28 UNITA' USO ORALE;DONEPEZIL*28 cpr rivestite 5 mg;13,00;SANDOZ SpA;039145040;FSA;X;;
Donepezil;DONEPEZIL 5MG 28 UNITA' USO ORALE;DONEPEZIL*28 cpr rivestite 5 mg;13,00;LABORATORI ALTER Srl;039741018;FSA;X;;
Donepezil;DONEPEZIL 5MG 28 UNITA' USO ORALE;DONEPEZIL*28 cpr rivestite 5 mg;13,00;EG SpA;040085019;FSA;X;;
Donepezil;DONEPEZIL 5MG 28 UNITA' USO ORALE;DONEPEZIL*28 cpr rivestite 5 mg;13,00;ZENTIVA ITALIA Srl;040159042;FSA;X;;
Donepezil;DONEPEZIL 5MG 28 UNITA' USO ORALE;DONEPEZIL*28 cpr rivestite 5 mg;13,00;SUN PHARMACEUTICAL IND.EU.B.V.;040538136;FSA;X;;
Donepezil;DONEPEZIL 5MG 28 UNITA' USO ORALE;DONEPEZIL*28 cpr rivestite 5 mg;13,00;DOC GENERICI Srl;040721019;FSA;X;;
Donepezil;DONEPEZIL 5MG 28 UNITA' USO ORALE;DONEPEZIL*28 cpr rivestite 5 mg;13,00;ACCORD HEALTHCARE SLU;041015025;FSA;X;;
Donepezil;DONEPEZIL 5MG 28 UNITA' USO ORALE;DONEPEZIL*28 cpr rivestite 5 mg;13,00;TEVA ITALIA Srl;041733027;FSA;X;;
Donepezil;DONEPEZIL 5MG 28 UNITA' USO ORALE;DONEPEZIL*28 cpr rivestite 5 mg;13,00;AUROBINDO PHARMA ITALIA Srl;041885029;FSA;X;;
Donepezil;DONEPEZIL 5MG 28 UNITA' USO ORALE;LIZIDRA*28 cpr rivestite 5 mg;13,00;NEURAXPHARM ITALY SpA;041791017;FSA;X;;
Donepezil;DONEPEZIL 5MG 28 UNITA' USO ORALE;YASNAL*28 cpr rivestite 5 mg;13,00;KRKA D.D.NOVO MESTO;040896045;FSA;X;;
Donepezil;DONEPEZIL 5MG 28 UNITA' USO ORALE;YASNORO*28 cpr orodispers 5 mg;13,00;KRKA D.D.NOVO MESTO;041796020;FSA;X;;
Donepezil;DONEPEZIL 10MG 28 UNITA' USO ORALE;BLIXIE*28 cpr rivestite 10 mg;18,00;TECNIGEN Srl;043017021;FSB;X;;
Donepezil;DONEPEZIL 10MG 28 UNITA' USO ORALE;DONEPEZIL*28 cpr orodispers 10 mg;18,00;MYLAN SpA;041088170;FSB;X;;
Donepezil;DONEPEZIL 10MG 28 UNITA' USO ORALE;DONEPEZIL*28 cpr rivestite 10 mg;18,00;MYLAN SpA;038605236;FSB;X;;
Donepezil;DONEPEZIL 10MG 28 UNITA' USO ORALE;DONEPEZIL*28 cpr rivestite 10 mg;18,00;ALMUS Srl;038768091;FSB;X;;
Donepezil;DONEPEZIL 10MG 28 UNITA' USO ORALE;DONEPEZIL*28 cpr rivestite 10 mg;18,00;SANDOZ SpA;039145192;FSB;X;;
Donepezil;DONEPEZIL 10MG 28 UNITA' USO ORALE;DONEPEZIL*28 cpr rivestite 10 mg;18,00;LABORATORI ALTER Srl;039741020;FSB;X;;
Donepezil;DONEPEZIL 10MG 28 UNITA' USO ORALE;DONEPEZIL*28 cpr rivestite 10 mg;18,00;EG SpA;040085045;FSB;X;;
Donepezil;DONEPEZIL 10MG 28 UNITA' USO ORALE;DONEPEZIL*28 cpr rivestite 10 mg;18,00;ZENTIVA ITALIA Srl;040159182;FSB;X;;
Donepezil;DONEPEZIL 10MG 28 UNITA' USO ORALE;DONEPEZIL*28 cpr rivestite 10 mg;18,00;SUN PHARMACEUTICAL IND.EU.B.V.;040538187;FSB;X;;
Donepezil;DONEPEZIL 10MG 28 UNITA' USO ORALE;DONEPEZIL*28 cpr rivestite 10 mg;18,00;DOC GENERICI Srl;040721072;FSB;X;;
Donepezil;DONEPEZIL 10MG 28 UNITA' USO ORALE;DONEPEZIL*28 cpr rivestite 10 mg;18,00;ACCORD HEALTHCARE SLU;041015126;FSB;X;;
Donepezil;DONEPEZIL 10MG 28 UNITA' USO ORALE;DONEPEZIL*28 cpr rivestite 10 mg;18,00;TEVA ITALIA Srl;041733128;FSB;X;;
Donepezil;DONEPEZIL 10MG 28 UNITA' USO ORALE;DONEPEZIL*28 cpr rivestite 10 mg;18,00;AUROBINDO PHARMA ITALIA Srl;041885094;FSB;X;;
Donepezil;DONEPEZIL 10MG 28 UNITA' USO ORALE;LIZIDRA*28 cpr rivestite 10 mg;18,00;NEURAXPHARM ITALY SpA;041791068;FSB;X;;
Donepezil;DONEPEZIL 10MG 28 UNITA' USO ORALE;YASNAL*28 cpr rivestite 10 mg;18,00;KRKA D.D.NOVO MESTO;040896159;FSB;X;;
Donepezil;DONEPEZIL 10MG 28 UNITA' USO ORALE;YASNORO*28 cpr orodispers 10 mg;18,00;KRKA D.D.NOVO MESTO;041796121;FSB;X;;
Dorzolamide;DORZOLAMIDE 5ML 20MG/ML SOLUZIONE USO OFTALMICO;DORZOCLAR*collirio 5 ml 20 mg/ml;5,60;OMNIVISION ITALIA Srl;039967017;FCA;X;;
Dorzolamide;DORZOLAMIDE 5ML 20MG/ML SOLUZIONE USO OFTALMICO;DORZOLAMIDE*collirio 1 flaconcino 5 ml 20 mg/ml;5,60;MYLAN SpA;040083014;FCA;X;;
Dorzolamide;DORZOLAMIDE 5ML 20MG/ML SOLUZIONE USO OFTALMICO;DORZOLAMIDE*collirio 5 ml 20 mg/ml;5,60;AUROBINDO PHARMA ITALIA Srl;040609012;FCA;X;;
Dorzolamide;DORZOLAMIDE 5ML 20MG/ML SOLUZIONE USO OFTALMICO;DORZONORM*collirio 5 ml 20 mg/ml;5,60;DOC GENERICI Srl;040189019;FCA;X;;
Dorzolamide;DORZOLAMIDE 5ML 20MG/ML SOLUZIONE USO OFTALMICO;DORZOSTILL*collirio 5 ml 2%;5,60;BRUSCHETTINI Srl;039620012;FCA;X;;
Dorzolamide;DORZOLAMIDE 5ML 20MG/ML SOLUZIONE USO OFTALMICO;TRUSOPT*collirio 5 ml 2%;7,88;SANTEN ITALY Srl;031848056;FCA;X;;
Dorzolamide;DORZOLAMIDE 5ML 20MG/ML SOLUZIONE USO OFTALMICO;ZOLIOP*collirio 1 flacone 5 ml 20 mg/ml;5,05;FARMIGEA SpA;042570010;FCA;X;;
Dorzolamide/timololo;DORZOLAMIDE+TIMOLOLO 2%+0,5% 5ML SOLUZIONE USO OFTALMICO;BETACLAR*collirio 5 ml 20 mg/ml + 5 mg/ml;7,00;OMNIVISION ITALIA Srl;041858010;F3A;X;;
Dorzolamide/timololo;DORZOLAMIDE+TIMOLOLO 2%+0,5% 5ML SOLUZIONE USO OFTALMICO;COSOPT*collirio 20 mg/ml + 5 mg/ml 5 ml 1 flacone;9,85;SANTEN ITALY Srl;034242103;F3A;X;;
Dorzolamide/timololo;DORZOLAMIDE+TIMOLOLO 2%+0,5% 5ML SOLUZIONE USO OFTALMICO;DORZAMOX*collirio 5 ml 20 mg/ml + 5 mg/ml;7,00;DOC GENERICI Srl;040815019;F3A;X;;
Dorzolamide/timololo;DORZOLAMIDE+TIMOLOLO 2%+0,5% 5ML SOLUZIONE USO OFTALMICO;DORZOLAMIDE E TIMOLOLO*collirio 5 ml 20 mg/ml + 5 mg/ml;7,00;MYLAN SpA;040792018;F3A;X;;
Dorzolamide/timololo;DORZOLAMIDE+TIMOLOLO 2%+0,5% 5ML SOLUZIONE USO OFTALMICO;DORZOLAMIDE E TIMOLOLO*collirio 5 ml 20 mg/ml + 5 mg/ml;7,00;AUROBINDO PHARMA ITALIA Srl;041137011;F3A;X;;
Dorzolamide/timololo;DORZOLAMIDE+TIMOLOLO 2%+0,5% 5ML SOLUZIONE USO OFTALMICO;DORZOLAMIDE E TIMOLOLO*collirio 5 ml 20 mg/ml + 5 mg/ml;7,00;TOWA PHARMACEUTICAL SpA;043861018;F3A;X;;
Dorzolamide/timololo;DORZOLAMIDE+TIMOLOLO 2%+0,5% 5ML SOLUZIONE USO OFTALMICO;DORZOLAMIDE E TIMOLOLO*collirio 5 ml 20 mg/ml + 5 mg/ml 1 flacone;7,00;SANDOZ SpA;047051014;F3A;X;;
Dorzolamide/timololo;DORZOLAMIDE+TIMOLOLO 2%+0,5% 5ML SOLUZIONE USO OFTALMICO;DORZOLAMIDE TIMOLOLO*collirio 5 ml 20 mg/ml + 5 mg/ml;7,00;EG SpA;040797019;F3A;X;;
Dorzolamide/timololo;DORZOLAMIDE+TIMOLOLO 2%+0,5% 5ML SOLUZIONE USO OFTALMICO;DORZOLAMIDE TIMOLOLO*collirio 5 ml 20 mg/ml + 5 mg/ml;7,00;ZENTIVA ITALIA Srl;041580010;F3A;X;;
Dorzolamide/timololo;DORZOLAMIDE+TIMOLOLO 2%+0,5% 5ML SOLUZIONE USO OFTALMICO;TIDOCOMB*30 flaconcini collirio 0,166 ml 20 mg/ml + 5 mg/ml;7,00;OMIKRON ITALIA Srl;041907015;F3A;;;
Dorzolamide/timololo;DORZOLAMIDE+TIMOLOLO 2%+0,5% 5ML SOLUZIONE USO OFTALMICO;TIDOCOMB*collirio 5 ml 20 mg/ml + 5 mg/ml;7,00;OMIKRON ITALIA Srl;041907027;F3A;X;;
Dorzolamide/timololo;DORZOLAMIDE+TIMOLOLO 2%+0,5% 5ML SOLUZIONE USO OFTALMICO;ZITODOR*collirio 5 ml 20 mg/ml + 5 mg/ml;7,00;VISUFARMA SpA;041908029;F3A;X;;
Dorzolamide/timololo;DORZOLAMIDE+TIMOLOLO 2%+0,5% 5ML SOLUZIONE USO OFTALMICO SENZA CONSERVANTI;EYROOBI*collirio 1 flacone 5 ml 20 mg/ml + 5 mg/ml;8,28;FIDIA FARMACEUTICI SpA;044738019;F3B;;;
Dorzolamide/timololo;DORZOLAMIDE+TIMOLOLO 2%+0,5% 10ML SOLUZIONE USO OFTALMICO SENZA CONSERVANTI;COSOPT*collirio senza conservante 20 mg/ml + 5 mg/ml 10 ml 1 flacone con erogatore;21,89;SANTEN ITALY Srl;034242077;F3C;;;
Doxazosina;DOXAZOSINA 2MG 30 UNITA' USO ORALE;CARDURA*30 cpr 2 mg;9,43;BB FARMA Srl;039353038;DBA;X;;
Doxazosina;DOXAZOSINA 2MG 30 UNITA' USO ORALE;CARDURA*30 cpr div 2 mg;9,43;VIATRIS PHARMA Srl;026821013;DBA;X;;
Doxazosina;DOXAZOSINA 2MG 30 UNITA' USO ORALE;CARDURA*30 cpr div 2 mg;9,43;BB FARMA Srl;039353026;DBA;X;;
Doxazosina;DOXAZOSINA 2MG 30 UNITA' USO ORALE;CARDURA*30 cpr div 2 mg;9,43;MEDIFARM Srl;041749019;DBA;X;;
Doxazosina;DOXAZOSINA 2MG 30 UNITA' USO ORALE;CARDURA*30 cpr div 2 mg;9,43;GENERAL PHARMA SOLUTIONS SpA;043633027;DBA;X;;
